id,sex,disappeared,mom,birthdate,mortality_source,mortality,clan,mom_disappeared,age_at_death
drp,m,6/3/2013,ema,11/5/2012,,unknown,serena.n,FALSE,6.899383984
rugr,u,8/22/2015,angi,7/15/2015,,unknown,serena.n,FALSE,1.248459959
nogn,m,4/16/2016,fuzz,6/27/2015,,unknown,serena.n,FALSE,9.659137577
bouf,u,11/13/2014,rast,9/23/2014,,unknown,serena.s,FALSE,1.675564682
gwrk,u,10/28/2014,pala,9/23/2014,,unknown,serena.s,FALSE,1.149897331
gili,f,4/16/2016,java,7/25/2015,,unknown,serena.s,FALSE,8.739219713
nwfi,f,12/22/2015,tru,7/24/2015,,unknown,serena.s,FALSE,4.960985626
meln,m,4/16/2016,fuzz,6/27/2015,,unknown,serena.n,FALSE,9.659137577
mjag,f,5/12/2016,jlp,6/4/2015,,unknown,serena.s,FALSE,11.26899384
stix,u,3/29/2016,,11/12/2015,,unknown,serena.n,NA,4.533880903
twof,u,1/18/2016,slin,12/14/2015,,unknown,serena.s,FALSE,1.149897331
bofn,f,9/9/2016,whiz,12/14/2015,,unknown,serena.s,FALSE,8.87063655
twnk,u,4/16/2016,rama,12/17/2015,,unknown,serena.n,FALSE,3.975359343
zyk,u,4/27/2012,silk,2/9/2012,,unknown,happy.zebra,FALSE,2.562628337
bbq,u,2/2/2013,clov,12/2/2012,,unknown,serena.s,FALSE,2.036960986
bali,u,3/18/2012,java,1/26/2012,,unknown,serena.s,FALSE,1.708418891
mow,u,11/25/2014,blg,10/14/2014,,unknown,serena.s,FALSE,1.379876797
help,u,5/3/2014,ele,3/9/2014,,unknown,serena.n,FALSE,1.80698152
deni,u,6/28/2014,ink,4/6/2014,,unknown,serena.n,FALSE,2.726899384
mota,u,2/15/2012,digs,1/18/2012,,unknown,serena.n,FALSE,0.919917864
ph,u,5/1/2010,taj,12/24/2009,,unknown,serena.s,FALSE,4.205338809
tyak,u,4/8/2010,clov,12/12/2009,,unknown,serena.s,FALSE,3.843942505
mstd,u,6/6/2009,badg,2/25/2009,,unknown,serena.s,FALSE,3.318275154
dama,m,1/1/2017,mtn,6/11/2016,,unknown,serena.s,TRUE,6.702258727
jemi,m,3/19/2017,rang,7/22/2016,,unknown,serena.s,FALSE,7.885010267
orb,u,2/10/2017,arba,5/31/2016,,unknown,happy.zebra,TRUE,8.377823409
sbr,u,12/28/2008,badg,10/31/2008,,unknown,serena.s,FALSE,1.905544148
hrdy,u,2/12/2013,peep,12/9/2012,,unknown,serena.n,TRUE,2.135523614
lstr,u,1/19/2014,mtn,12/22/2013,,unknown,serena.s,FALSE,0.919917864
hari,u,2/12/2013,peep,12/9/2012,,unknown,serena.n,TRUE,2.135523614
jerk,f,3/24/2013,clov,12/2/2012,,unknown,serena.s,FALSE,3.679671458
cckr,u,3/2/2013,tru,1/13/2013,,unknown,serena.s,FALSE,1.577002053
circ,u,9/11/2012,taj,7/22/2012,,unknown,serena.s,FALSE,1.675564682
lndo,u,7/9/2012,mtn,5/27/2012,,unknown,serena.s,FALSE,1.412731006
cpal,u,4/2/2012,taj,2/3/2012,,unknown,serena.s,FALSE,1.938398357
kirk,u,1/29/2016,mtn,12/25/2015,,unknown,serena.s,FALSE,1.149897331
odb,u,3/6/2013,zoey,1/12/2013,,unknown,serena.n,FALSE,1.741273101
opie,u,4/16/2016,rama,12/17/2015,,unknown,serena.n,FALSE,3.975359343
orca,u,4/16/2016,tero,2/14/2016,,unknown,serena.n,FALSE,2.036960986
blck,f,12/13/2017,sau,1/5/2017,,unknown,serena.n,FALSE,11.23613963
dara,f,11/11/2013,saw,2/16/2013,,unknown,happy.zebra,FALSE,8.804928131
yose,u,5/9/2011,ao,3/19/2011,,unknown,happy.zebra,FALSE,1.675564682
mlth,u,1/31/2009,,9/1/2008,,unknown,serena.s,NA,4.993839836
hus,u,4/5/2011,hwk,3/1/2011,,unknown,happy.zebra,FALSE,1.149897331
hs,u,5/9/2011,mtn,2/21/2011,,unknown,serena.s,FALSE,2.529774127
hilt,u,4/5/2011,hwk,3/1/2011,,unknown,happy.zebra,FALSE,1.149897331
ctp,u,5/15/2011,mstl,2/21/2011,,unknown,serena.s,FALSE,2.726899384
crtm,u,4/17/2011,ao,3/19/2011,,unknown,happy.zebra,FALSE,0.952772074
clif,u,2/5/2012,ink,8/27/2011,,unknown,serena.n,FALSE,5.32238193
chrd,u,12/22/2008,jule,11/1/2008,,unknown,serena.s,FALSE,1.675564682
camo,u,5/20/2017,bilj,4/25/2017,,unknown,serena.n,FALSE,0.821355236
soli,u,1/26/2017,csby,12/20/2016,,unknown,happy.zebra,FALSE,1.215605749
pdot,u,5/20/2017,bilj,4/25/2017,,unknown,serena.n,FALSE,0.821355236
spyr,m,9/11/2014,erem,12/22/2013,,unknown,happy.zebra,FALSE,8.640657084
flkr,m,5/28/2014,erem,12/22/2013,,unknown,happy.zebra,FALSE,5.158110883
wych,u,2/18/2016,wafl,12/1/2015,,unknown,serena.n,FALSE,2.595482546
cyan,u,1/5/2011,silk,11/8/2010,,unknown,happy.zebra,FALSE,1.905544148
neut,u,7/19/2009,,4/29/2009,,unknown,happy.zebra,NA,2.661190965
anth,u,6/27/2010,silk,11/30/2009,,unknown,happy.zebra,FALSE,6.866529774
asbe,u,6/27/2010,silk,11/30/2009,,unknown,happy.zebra,FALSE,6.866529774
silu,u,1/17/2014,coel,12/13/2013,,unknown,happy.zebra,FALSE,1.149897331
oros,u,1/17/2014,coel,12/13/2013,,unknown,happy.zebra,FALSE,1.149897331
roxi,u,4/27/2012,saw,12/27/2011,,unknown,happy.zebra,FALSE,4.008213552
tbbt,u,4/13/2012,spb,1/2/2012,,unknown,happy.zebra,TRUE,3.351129363
gold,u,4/13/2012,spb,1/2/2012,,unknown,happy.zebra,TRUE,3.351129363
rasl,u,11/26/2014,csby,9/4/2014,,unknown,happy.zebra,FALSE,2.726899384
spad,u,10/27/2014,csby,9/4/2014,,unknown,happy.zebra,FALSE,1.741273101
lole,m,9/19/2015,arba,10/8/2014,,unknown,happy.zebra,FALSE,11.36755647
shrf,m,2/5/2009,shrm,10/30/2008,,unknown,serena.n,FALSE,3.219712526
aryx,u,6/24/2010,awp,3/1/2010,,unknown,serena.n,FALSE,3.778234086
hagr,u,7/15/2010,ink,6/12/2010,,unknown,serena.n,FALSE,1.084188912
bala,u,11/23/2010,tnsl,8/26/2010,,unknown,serena.n,FALSE,2.924024641
ency,u,1/21/2011,peep,10/17/2010,,unknown,serena.n,FALSE,3.154004107
dilb,u,1/5/2011,ink,11/11/2010,,unknown,serena.n,FALSE,1.80698152
mml,u,1/5/2011,arro,11/1/2010,,unknown,serena.n,FALSE,2.135523614
swoo,u,4/14/2012,peep,9/12/2011,,unknown,serena.n,FALSE,7.063655031
smag,m,5/28/2015,erem,10/28/2014,,unknown,happy.zebra,FALSE,6.965092402
nshd,m,10/29/2015,silk,1/31/2015,,unknown,happy.zebra,FALSE,8.90349076
puff,m,5/28/2015,erem,10/28/2014,,unknown,happy.zebra,FALSE,6.965092402
julp,f,3/11/2016,snap,5/2/2015,,unknown,happy.zebra,FALSE,10.31622177
embr,m,3/17/2016,saw,8/2/2015,,unknown,happy.zebra,FALSE,7.490759754
spar,f,3/29/2016,saw,8/2/2015,,unknown,happy.zebra,FALSE,7.885010267
kq,m,3/6/2016,muon,7/24/2015,,unknown,happy.zebra,FALSE,7.425051335
aur,u,12/6/2008,badg,10/31/2008,cause unknown,unknown,serena.s,FALSE,1.18275154
mayo,u,1/29/2011,clov,11/16/2010,unknown,unknown,serena.s,FALSE,2.431211499
velo,u,6/24/2010,awp,3/1/2010,cause unknown,unknown,serena.n,FALSE,3.778234086
bliz,m,8/24/2008,rbc,2/1/2008,cause unknown,unknown,serena.n,FALSE,6.735112936
tub,m,12/20/2008,pro,10/15/2008,cause unknown,unknown,serena.s,FALSE,2.168377823
qrk,f,2/24/2009,ojy,9/15/2008,cause unknown,unknown,happy.zebra,FALSE,5.32238193
beni,m,2/25/2009,digs,10/31/2008,cause unknown,unknown,serena.n,FALSE,3.843942505
snp,m,3/7/2009,zoey,11/13/2008,cause unknown,unknown,serena.n,FALSE,3.745379877
shyl,f,3/15/2009,ao,10/31/2008,cause unknown,unknown,happy.zebra,FALSE,4.435318275
pira,m,4/2/2009,koi,1/10/2009,cause unknown,unknown,happy.zebra,FALSE,2.694045175
shv,m,4/3/2009,tnsl,11/15/2008,cause unknown,unknown,serena.n,FALSE,4.566735113
pv,u,2/14/2011,pro,1/12/2011,cause unknown,unknown,serena.s,TRUE,1.084188912
bolv,u,2/14/2011,pro,1/12/2011,cause unknown,unknown,serena.s,TRUE,1.084188912
blk,u,2/20/2011,csby,11/27/2010,cause unknown,unknown,happy.zebra,FALSE,2.792607803
doon,f,3/11/2011,ink,11/11/2010,cause unknown,unknown,serena.n,FALSE,3.942505133
trop,u,3/13/2011,taj,12/16/2010,cause unknown,unknown,serena.s,FALSE,2.858316222
tric,u,4/6/2011,awp,2/16/2011,cause unknown,unknown,serena.n,FALSE,1.609856263
beer,u,4/9/2011,mstl,2/9/2011,cause unknown,unknown,serena.n,FALSE,1.938398357
abby,u,4/10/2011,lcs,10/9/2010,cause unknown,unknown,serena.n,FALSE,6.012320329
adl,u,4/26/2011,pike,2/28/2011,cause unknown,unknown,happy.zebra,FALSE,1.872689938
trdo,u,2/27/2012,rbc,9/12/2011,cause unknown,unknown,serena.n,FALSE,5.519507187
ares,f,3/6/2017,twst,3/16/2016,,unknown,talek,FALSE,11.66324435
clem,u,12/20/2017,lyco,1/31/2017,carnviore? no body,unknown,pond,FALSE,10.61190965
icro,NA,11/27/2018,aqua,11/14/2018,runt,unknown,pond,FALSE,0.427104723
iiii,m,1/29/2015,whiz,4/1/2014,,unknown,serena.s,FALSE,9.954825462
mnst,f,1/2/2016,pike,2/4/2015,unk,unknown,happy.zebra,FALSE,10.90759754
narw,u,11/24/2014,tero,11/2/2014,,unknown,serena.n,FALSE,0.722792608
nemo,u,1/23/2012,mtn,9/14/2011,,unknown,serena.s,FALSE,4.303901437
nybl,m,6/24/2015,buar,8/23/2014,unk,unknown,talek,FALSE,10.02053388
